allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref,org_token
AL000464,EV001128,TRI-R00622,19100,USD,2023-08-07T03:51:02-06:00,TRI/SRC/allocations/01128,WCP
AL000465,EV001130,TRI-R00623,9105,USD,2022-11-21T20:38:12-07:00,TRI/SRC/allocations/01130,WCP
AL000466,EV001132,TRI-R00624,12381,USD,2023-08-23T10:56:55-06:00,TRI/SRC/allocations/01133,WCP
AL000467,EV001132,TRI-R00625,9389,USD,2023-08-21T19:31:44-06:00,TRI/SRC/allocations/01133,WCP
AL000468,EV001136,TRI-R00626,3757,USD,2023-03-31T11:06:29-06:00,TRI/SRC/allocations/01137,WCP
AL000469,EV001136,TRI-R00627,3481,USD,2023-03-31T15:05:02-06:00,TRI/SRC/allocations/01137,WCP
AL000470,EV001139,TRI-R00628,5852,USD,2022-11-30T07:19:35-07:00,TRI/SRC/allocations/01139,WCP
AL000471,EV001141,TRI-R00629,6856,USD,2023-04-12T13:05:39-06:00,TRI/SRC/allocations/01141,WCP
AL000472,EV001143,TRI-R00630,85963,USD,2022-11-15T02:34:47-07:00,TRI/SRC/allocations/01143,WCP
AL000473,EV001147,TRI-R00632,7291,USD,2023-01-06T19:20:27-07:00,TRI/SRC/allocations/01148,WCP
AL000474,EV001147,TRI-R00633,3519,USD,2023-01-09T00:55:25-07:00,TRI/SRC/allocations/01148,WCP
AL000475,EV001154,TRI-R00636,47575,USD,2023-06-20T16:41:13-06:00,TRI/SRC/allocations/01154,WCP
AL000476,EV001157,TRI-R00638,175191,USD,2022-10-03T13:36:11-06:00,TRI/SRC/allocations/01157,WCP
AL000477,EV001160,TRI-R00640,5772,USD,2023-06-07T21:57:53-06:00,TRI/SRC/allocations/01160,WCP
AL000478,EV001164,TRI-R00642,318697,USD,2023-02-23T17:37:20-07:00,TRI/SRC/allocations/01164,WCP
AL000479,EV001166,TRI-R00643,47158,USD,2023-06-15T20:11:45-06:00,TRI/SRC/allocations/01166,WCP
AL000480,EV001168,TRI-R00644,75135,USD,2022-12-12T15:34:42-07:00,TRI/SRC/allocations/01168,WCP
AL000481,EV001170,TRI-R00645,12356,USD,2022-08-22T19:20:04-06:00,TRI/SRC/allocations/01170,WCP
AL000482,EV001174,TRI-R00647,30020,USD,2023-09-04T17:28:54-06:00,TRI/SRC/allocations/01174,WCP
AL000483,EV001176,TRI-R00648,12930,USD,2022-11-18T13:29:56-07:00,TRI/SRC/allocations/01176,WCP
AL000484,EV001181,TRI-R00651,14079,USD,2023-01-24T10:19:39-07:00,TRI/SRC/allocations/01181,WCP
AL000485,EV001183,TRI-R00652,8226,USD,2023-08-30T10:35:28-06:00,TRI/SRC/allocations/01183,WCP
AL000486,EV001189,TRI-R00655,18955,USD,2023-10-02T14:32:58-06:00,TRI/SRC/allocations/01189,WCP
AL000487,EV001194,TRI-R00658,2500,USD,2023-01-25T22:54:54-07:00,TRI/SRC/allocations/01194,WCP
AL000488,EV001197,TRI-R00660,12710,USD,2022-10-21T17:42:40-06:00,TRI/SRC/allocations/01197,WCP
AL000489,EV001199,TRI-R00661,8433,USD,2022-08-24T17:19:52-06:00,TRI/SRC/allocations/01199,WCP
AL000490,EV001201,TRI-R00662,22337,USD,2022-11-28T21:31:40-07:00,TRI/SRC/allocations/01202,WCP
AL000491,EV001201,TRI-R00663,17560,USD,2022-11-28T18:12:47-07:00,TRI/SRC/allocations/01202,WCP
AL000492,EV001206,TRI-R00665,16444,USD,2023-09-21T06:42:35-06:00,TRI/SRC/allocations/01206,WCP
AL000493,EV001209,TRI-R00667,5053,USD,2023-09-20T02:05:53-06:00,TRI/SRC/allocations/01209,WCP
AL000494,EV001216,TRI-R00672,4928,USD,2023-08-29T18:05:19-06:00,TRI/SRC/allocations/01216,WCP
AL000495,EV001218,TRI-R00673,2477,USD,2023-08-28T17:16:51-06:00,TRI/SRC/allocations/01219,WCP
AL000496,EV001218,TRI-R00674,1517,USD,2023-08-27T13:59:13-06:00,TRI/SRC/allocations/01219,WCP
AL000497,EV001221,TRI-R00675,9693,USD,2022-10-14T19:36:57-06:00,TRI/SRC/allocations/01221,WCP
AL000498,EV001224,TRI-R00676,32480,USD,2022-08-12T18:12:51-06:00,TRI/SRC/allocations/01224,WCP
AL000499,EV001226,TRI-R00677,15279,USD,2023-07-20T02:47:04-06:00,TRI/SRC/allocations/01226,WCP
AL000500,EV001228,TRI-R00678,15145,USD,2023-02-07T18:17:09-07:00,TRI/SRC/allocations/01228,WCP
AL000501,EV001232,TRI-R00681,6785,USD,2023-10-12T15:48:12-06:00,TRI/SRC/allocations/01232,WCP
AL000502,EV001234,TRI-R00682,21438,USD,2022-08-26T13:12:43-06:00,TRI/SRC/allocations/01234,WCP
AL000503,EV001236,TRI-R00683,21640,USD,2022-08-01T21:04:35-06:00,TRI/SRC/allocations/01236,WCP
AL000504,EV001238,TRI-R00684,91753,USD,2023-01-24T18:51:49-07:00,TRI/SRC/allocations/01238,WCP
AL000505,EV001240,TRI-R00685,19316,USD,2022-12-08T01:06:30-07:00,TRI/SRC/allocations/01240,WCP
AL000506,EV001242,TRI-R00686,3979,USD,2023-07-24T20:25:22-06:00,TRI/SRC/allocations/01242,WCP
AL000507,EV001244,TRI-R00687,22970,USD,2023-02-19T16:56:15-07:00,TRI/SRC/allocations/01244,WCP
AL000508,EV001246,TRI-R00688,7569,USD,2023-05-15T12:40:46-06:00,TRI/SRC/allocations/01246,WCP
AL000509,EV001248,TRI-R00689,109914,USD,2022-08-15T20:35:54-06:00,TRI/SRC/allocations/01248,WCP
AL000510,EV001251,TRI-R00691,13948,USD,2023-07-23T07:05:57-06:00,TRI/SRC/allocations/01251,WCP
AL000511,EV001253,TRI-R00692,10649,USD,2022-10-19T18:10:48-06:00,TRI/SRC/allocations/01253,WCP
AL000512,EV001255,TRI-R00693,9928,USD,2023-05-17T15:53:02-06:00,TRI/SRC/allocations/01255,WCP
AL000513,EV001257,TRI-R00694,130588,USD,2022-10-26T12:23:33-06:00,TRI/SRC/allocations/01257,WCP
AL000514,EV001266,TRI-R00699,7676,USD,2023-09-22T15:53:17-06:00,TRI/SRC/allocations/01266,WCP
AL000515,EV001269,TRI-R00701,10870,USD,2023-10-06T06:31:28-06:00,TRI/SRC/allocations/01269,WCP
AL000516,EV001271,TRI-R00702,15650,USD,2023-05-12T07:31:43-06:00,TRI/SRC/allocations/01271,WCP
AL000517,EV001273,TRI-R00703,8304,USD,2022-12-27T15:53:58-07:00,TRI/SRC/allocations/01273,WCP
AL000518,EV001275,TRI-R00704,25058,USD,2022-11-26T03:12:15-07:00,TRI/SRC/allocations/01275,WCP
AL000519,EV001277,TRI-R00705,12816,USD,2022-10-10T07:41:46-06:00,TRI/SRC/allocations/01277,WCP
AL000520,EV001279,TRI-R00706,56219,USD,2023-06-07T12:57:39-06:00,TRI/SRC/allocations/01279,WCP
AL000521,EV001281,TRI-R00707,17364,USD,2023-01-23T00:00:08-07:00,TRI/SRC/allocations/01281,WCP
AL000522,EV001285,TRI-R00709,5120,USD,2023-10-30T10:14:29-06:00,TRI/SRC/allocations/01285,WCP
AL000523,EV001287,TRI-R00710,21202,USD,2022-12-30T19:54:28-07:00,TRI/SRC/allocations/01287,WCP
AL000524,EV001289,TRI-R00711,25910,USD,2022-10-03T08:45:07-06:00,TRI/SRC/allocations/01289,WCP
AL000525,EV001291,TRI-R00712,7681,USD,2022-12-07T13:51:18-07:00,TRI/SRC/allocations/01291,WCP
AL000526,EV001295,TRI-R00714,23062,USD,2023-02-16T18:43:22-07:00,TRI/SRC/allocations/01295,WCP
AL000527,EV001301,TRI-R00717,7706,USD,2022-12-12T09:57:55-07:00,TRI/SRC/allocations/01301,WCP
AL000528,EV001303,TRI-R00718,19644,USD,2022-11-23T03:16:57-07:00,TRI/SRC/allocations/01304,WCP
AL000529,EV001303,TRI-R00719,9974,USD,2022-11-27T02:30:52-07:00,TRI/SRC/allocations/01304,WCP
AL000530,EV001306,TRI-R00720,54078,USD,2023-02-27T18:53:45-07:00,TRI/SRC/allocations/01306,WCP
AL000531,EV001308,TRI-R00721,11457,USD,2022-12-03T02:19:02-07:00,TRI/SRC/allocations/01308,WCP
AL000532,EV001310,TRI-R00722,7975,USD,2022-11-23T21:18:44-07:00,TRI/SRC/allocations/01310,WCP
AL000533,EV001312,TRI-R00723,2893,USD,2023-04-03T18:37:00-06:00,TRI/SRC/allocations/01312,WCP
AL000534,EV001314,TRI-R00724,6974,USD,2023-08-28T18:25:59-06:00,TRI/SRC/allocations/01314,WCP
AL000535,EV001316,TRI-R00725,11747,USD,2022-07-22T10:22:08-06:00,TRI/SRC/allocations/01316,WCP
AL000536,EV001318,TRI-R00726,8792,USD,2023-10-02T12:23:37-06:00,TRI/SRC/allocations/01318,WCP
AL000537,EV001321,TRI-R00728,2454,USD,2023-01-09T11:01:51-07:00,TRI/SRC/allocations/01321,WCP
AL000538,EV001324,TRI-R00729,31287,USD,2023-04-22T10:19:29-06:00,TRI/SRC/allocations/01324,WCP
AL000539,EV001328,TRI-R00732,6173,USD,2023-09-04T03:42:35-06:00,TRI/SRC/allocations/01328,WCP
AL000540,EV001330,TRI-R00733,48491,USD,2023-07-24T16:13:28-06:00,TRI/SRC/allocations/01330,WCP
AL000541,EV001332,TRI-R00734,7262,USD,2022-12-24T09:58:43-07:00,TRI/SRC/allocations/01332,WCP
AL000542,EV001335,TRI-R00736,9883,USD,2023-02-01T18:44:46-07:00,TRI/SRC/allocations/01335,WCP
AL000543,EV001337,TRI-R00737,7080,USD,2023-01-09T15:16:16-07:00,TRI/SRC/allocations/01337,WCP
AL000544,EV001340,TRI-R00739,34824,USD,2023-07-19T10:42:06-06:00,TRI/SRC/allocations/01340,WCP
AL000545,EV001342,TRI-R00740,51485,USD,2023-06-06T14:22:41-06:00,TRI/SRC/allocations/01342,WCP
AL000546,EV001344,TRI-R00741,7943,USD,2023-10-05T01:34:55-06:00,TRI/SRC/allocations/01344,WCP
AL000547,EV001346,TRI-R00742,12413,USD,2022-12-25T03:37:01-07:00,TRI/SRC/allocations/01346,WCP
AL000548,EV001348,TRI-R00743,173535,USD,2022-09-12T10:56:53-06:00,TRI/SRC/allocations/01348,WCP
AL000549,EV001351,TRI-R00745,24463,USD,2023-06-13T10:43:30-06:00,TRI/SRC/allocations/01351,WCP
AL000550,EV001354,TRI-R00747,5964,USD,2022-11-30T16:55:31-07:00,TRI/SRC/allocations/01354,WCP
AL000551,EV001358,TRI-R00749,16846,USD,2023-04-19T14:06:30-06:00,TRI/SRC/allocations/01358,WCP
AL000552,EV001364,TRI-R00752,8175,USD,2022-08-19T12:16:24-06:00,TRI/SRC/allocations/01364,WCP
AL000553,EV001368,TRI-R00754,11856,USD,2022-08-22T16:27:39-06:00,TRI/SRC/allocations/01368,WCP
AL000554,EV001371,TRI-R00756,4743,USD,2023-01-09T19:05:14-07:00,TRI/SRC/allocations/01371,WCP
AL000555,EV001374,TRI-R00758,75159,USD,2023-03-03T18:08:52-07:00,TRI/SRC/allocations/01374,WCP
AL000556,EV001376,TRI-R00759,3179,USD,2023-03-06T21:42:15-07:00,TRI/SRC/allocations/01376,WCP
AL000557,EV001379,TRI-R00761,93758,USD,2022-09-21T18:00:22-06:00,TRI/SRC/allocations/01379,WCP
AL000558,EV001381,TRI-R00762,4822,USD,2023-11-09T02:44:51-07:00,TRI/SRC/allocations/01381,WCP
AL000559,EV001383,TRI-R00763,6012,USD,2023-02-21T22:20:34-07:00,TRI/SRC/allocations/01383,WCP
AL000560,EV001385,TRI-R00764,64922,USD,2023-09-05T22:31:58-06:00,TRI/SRC/allocations/01385,WCP
AL000561,EV001387,TRI-R00765,8111,USD,2023-01-20T13:31:44-07:00,TRI/SRC/allocations/01387,WCP
AL000562,EV001390,TRI-R00766,6207,USD,2023-03-20T14:14:07-06:00,TRI/SRC/allocations/01390,WCP
AL000563,EV001392,TRI-R00767,10433,USD,2023-11-08T15:32:20-07:00,TRI/SRC/allocations/01392,WCP
AL000564,EV001394,TRI-R00768,8259,USD,2023-09-19T17:59:59-06:00,TRI/SRC/allocations/01394,WCP
AL000565,EV001396,TRI-R00769,12150,USD,2022-10-09T19:51:15-06:00,TRI/SRC/allocations/01396,WCP
AL000566,EV001402,TRI-R00772,46742,USD,2022-12-20T11:24:22-07:00,TRI/SRC/allocations/01402,WCP
AL000567,EV001404,TRI-R00773,3363,USD,2022-09-26T15:16:01-06:00,TRI/SRC/allocations/01404,WCP
AL000568,EV001408,TRI-R00776,13683,USD,2023-08-25T12:32:55-06:00,TRI/SRC/allocations/01408,WCP
AL000569,EV001410,TRI-R00777,43097,USD,2023-03-05T07:00:02-07:00,TRI/SRC/allocations/01410,WCP
AL000570,EV001412,TRI-R00778,14525,USD,2023-08-12T06:49:55-06:00,TRI/SRC/allocations/01412,WCP
AL000571,EV001414,TRI-R00779,19609,USD,2022-12-16T16:53:38-07:00,TRI/SRC/allocations/01414,WCP
AL000572,EV001416,TRI-R00780,15481,USD,2022-08-29T21:48:35-06:00,TRI/SRC/allocations/01416,WCP
AL000573,EV001418,TRI-R00781,4913,USD,2022-12-26T23:23:22-07:00,TRI/SRC/allocations/01418,WCP
AL000574,EV001420,TRI-R00782,26086,USD,2022-10-17T17:57:01-06:00,TRI/SRC/allocations/01420,WCP
AL000575,EV001422,TRI-R00783,15334,USD,2022-10-03T17:46:15-06:00,TRI/SRC/allocations/01422,WCP
AL000576,EV001424,TRI-R00784,2391,USD,2022-10-02T13:16:41-06:00,TRI/SRC/allocations/01424,WCP
AL000577,EV001426,TRI-R00785,24225,USD,2022-09-05T04:46:30-06:00,TRI/SRC/allocations/01426,WCP
AL000578,EV001430,TRI-R00788,5931,USD,2022-11-28T23:15:40-07:00,TRI/SRC/allocations/01430,WCP
AL000579,EV001432,TRI-R00789,4068,USD,2022-10-21T11:18:08-06:00,TRI/SRC/allocations/01432,WCP
AL000580,EV001434,TRI-R00790,26467,USD,2022-09-07T17:06:42-06:00,TRI/SRC/allocations/01434,WCP
AL000581,EV001436,TRI-R00791,111803,USD,2023-09-18T20:12:41-06:00,TRI/SRC/allocations/01436,WCP
AL000582,EV001438,TRI-R00792,5661,USD,2022-11-24T06:19:50-07:00,TRI/SRC/allocations/01438,WCP
AL000583,EV001440,TRI-R00793,28781,USD,2022-07-31T14:16:32-06:00,TRI/SRC/allocations/01441,WCP
AL000584,EV001440,TRI-R00794,23963,USD,2022-07-27T01:03:23-06:00,TRI/SRC/allocations/01441,WCP
AL000585,EV001443,TRI-R00795,14493,USD,2023-02-14T15:06:13-07:00,TRI/SRC/allocations/01443,WCP
AL000586,EV001445,TRI-R00796,6917,USD,2023-04-10T19:46:36-06:00,TRI/SRC/allocations/01445,WCP
AL000587,EV001447,TRI-R00797,26601,USD,2022-11-18T06:11:53-07:00,TRI/SRC/allocations/01447,WCP
AL000588,EV001450,TRI-R00799,7732,USD,2023-04-14T11:56:28-06:00,TRI/SRC/allocations/01450,WCP
AL000589,EV001452,TRI-R00800,5390,USD,2023-08-28T15:48:08-06:00,TRI/SRC/allocations/01452,WCP
AL000590,EV001457,TRI-R00802,26251,USD,2023-06-27T11:59:34-06:00,TRI/SRC/allocations/01457,WCP
AL000591,EV001459,TRI-R00803,7990,USD,2023-03-17T12:41:01-06:00,TRI/SRC/allocations/01459,WCP
AL000592,EV001461,TRI-R00804,6934,USD,2023-04-27T11:10:00-06:00,TRI/SRC/allocations/01461,WCP
AL000593,EV001464,TRI-R00806,3893,USD,2023-09-12T16:56:23-06:00,TRI/SRC/allocations/01465,WCP
AL000594,EV001464,TRI-R00807,1690,USD,2023-09-16T13:35:47-06:00,TRI/SRC/allocations/01465,WCP
AL000595,EV001467,TRI-R00808,5034,USD,2023-07-07T16:19:04-06:00,TRI/SRC/allocations/01468,WCP
AL000596,EV001467,TRI-R00809,2892,USD,2023-07-04T22:17:04-06:00,TRI/SRC/allocations/01468,WCP
AL000597,EV001470,TRI-R00810,8458,USD,2023-09-27T17:02:20-06:00,TRI/SRC/allocations/01470,WCP
AL000598,EV001472,TRI-R00811,3004,USD,2023-01-03T15:50:36-07:00,TRI/SRC/allocations/01472,WCP
AL000599,EV001474,TRI-R00812,2674,USD,2022-10-03T14:52:00-06:00,TRI/SRC/allocations/01474,WCP
AL000600,EV001476,TRI-R00813,6077,USD,2022-12-05T16:40:04-07:00,TRI/SRC/allocations/01476,WCP
AL000601,EV001482,TRI-R00817,21450,USD,2022-11-19T04:42:16-07:00,TRI/SRC/allocations/01482,WCP
AL000602,EV001484,TRI-R00818,17017,USD,2023-06-01T19:22:38-06:00,TRI/SRC/allocations/01484,WCP
AL000603,EV001486,TRI-R00819,26291,USD,2023-03-21T16:10:40-06:00,TRI/SRC/allocations/01486,WCP
AL000604,EV001488,TRI-R00820,24810,USD,2023-09-15T00:30:19-06:00,TRI/SRC/allocations/01488,WCP
AL000605,EV001491,TRI-R00822,42366,USD,2023-03-28T16:03:43-06:00,TRI/SRC/allocations/01491,WCP
AL000606,EV001493,TRI-R00823,17060,USD,2023-06-15T20:25:07-06:00,TRI/SRC/allocations/01493,WCP
AL000607,EV001497,TRI-R00825,55821,USD,2023-01-02T12:02:10-07:00,TRI/SRC/allocations/01497,WCP
AL000608,EV001499,TRI-R00826,64263,USD,2023-04-29T13:45:07-06:00,TRI/SRC/allocations/01499,WCP
AL000609,EV001502,TRI-R00828,7022,USD,2023-06-28T00:15:46-06:00,TRI/SRC/allocations/01502,WCP
AL000610,EV001505,TRI-R00830,9045,USD,2023-01-07T15:34:23-07:00,TRI/SRC/allocations/01505,WCP
AL000611,EV001508,TRI-R00832,41137,USD,2023-07-24T04:55:32-06:00,TRI/SRC/allocations/01508,WCP
AL000612,EV001511,TRI-R00834,19980,USD,2023-10-06T04:25:40-06:00,TRI/SRC/allocations/01511,WCP
AL000613,EV001513,TRI-R00835,70462,USD,2022-12-26T20:32:14-07:00,TRI/SRC/allocations/01513,WCP
AL000614,EV001515,TRI-R00836,13139,USD,2022-10-15T12:22:59-06:00,TRI/SRC/allocations/01515,WCP
AL000615,EV001518,TRI-R00838,17797,USD,2023-05-06T00:59:06-06:00,TRI/SRC/allocations/01518,WCP
AL000616,EV001521,TRI-R00840,58038,USD,2023-02-23T13:06:19-07:00,TRI/SRC/allocations/01522,WCP
AL000617,EV001521,TRI-R00841,59775,USD,2023-03-01T03:06:28-07:00,TRI/SRC/allocations/01522,WCP
AL000618,EV001524,TRI-R00842,10134,USD,2023-06-14T11:56:41-06:00,TRI/SRC/allocations/01524,WCP
AL000619,EV001526,TRI-R00843,5707,USD,2023-05-26T10:30:56-06:00,TRI/SRC/allocations/01526,WCP
AL000620,EV001529,TRI-R00845,11392,USD,2022-12-26T18:00:18-07:00,TRI/SRC/allocations/01529,WCP
AL000621,EV001533,TRI-R00847,17698,USD,2023-06-06T14:01:17-06:00,TRI/SRC/allocations/01533,WCP
AL000622,EV001535,TRI-R00848,8996,USD,2023-09-23T15:27:54-06:00,TRI/SRC/allocations/01535,WCP
AL000623,EV001538,TRI-R00850,99242,USD,2022-12-19T14:08:31-07:00,TRI/SRC/allocations/01538,WCP
AL000624,EV001541,TRI-R00852,15761,USD,2023-05-03T15:13:25-06:00,TRI/SRC/allocations/01542,WCP
AL000625,EV001541,TRI-R00853,9453,USD,2023-05-10T08:26:02-06:00,TRI/SRC/allocations/01542,WCP
AL000626,EV001544,TRI-R00854,4406,USD,2022-09-21T16:39:52-06:00,TRI/SRC/allocations/01544,WCP
AL000627,EV001546,TRI-R00855,9567,USD,2022-09-26T15:31:36-06:00,TRI/SRC/allocations/01547,WCP
AL000628,EV001546,TRI-R00856,6194,USD,2022-09-29T19:11:19-06:00,TRI/SRC/allocations/01547,WCP
AL000629,EV001550,TRI-R00858,9344,USD,2023-02-25T10:01:01-07:00,TRI/SRC/allocations/01550,WCP
AL000630,EV001552,TRI-R00859,10996,USD,2023-09-25T15:33:58-06:00,TRI/SRC/allocations/01552,WCP
AL000631,EV001554,TRI-R00860,27868,USD,2023-02-15T06:34:45-07:00,TRI/SRC/allocations/01554,WCP
AL000632,EV001556,TRI-R00861,35763,USD,2023-07-17T10:29:47-06:00,TRI/SRC/allocations/01556,WCP
AL000633,EV001558,TRI-R00862,3152,USD,2022-09-07T05:19:40-06:00,TRI/SRC/allocations/01558,WCP
AL000634,EV001560,TRI-R00863,9180,USD,2023-01-12T16:22:52-07:00,TRI/SRC/allocations/01560,WCP
AL000635,EV001564,TRI-R00865,17478,USD,2023-05-26T23:43:55-06:00,TRI/SRC/allocations/01564,WCP
AL000636,EV001566,TRI-R00866,7240,USD,2022-12-01T15:38:38-07:00,TRI/SRC/allocations/01566,WCP
AL000637,EV001568,TRI-R00867,22912,USD,2023-08-14T17:20:01-06:00,TRI/SRC/allocations/01568,WCP
AL000638,EV001574,TRI-R00870,7197,USD,2023-07-21T10:52:08-06:00,TRI/SRC/allocations/01574,WCP
AL000639,EV001576,TRI-R00871,2511,USD,2023-03-02T00:06:21-07:00,TRI/SRC/allocations/01577,WCP
AL000640,EV001576,TRI-R00872,2501,USD,2023-03-02T16:09:06-07:00,TRI/SRC/allocations/01577,WCP
AL000641,EV001579,TRI-R00873,8039,USD,2023-06-05T13:21:32-06:00,TRI/SRC/allocations/01579,WCP
AL000642,EV001581,TRI-R00874,5264,USD,2023-03-06T16:43:41-07:00,TRI/SRC/allocations/01581,WCP
AL000643,EV001583,TRI-R00875,5134,USD,2023-10-13T11:06:12-06:00,TRI/SRC/allocations/01583,WCP
AL000644,EV001585,TRI-R00876,44163,USD,2023-03-08T22:52:22-07:00,TRI/SRC/allocations/01585,WCP
AL000645,EV001587,TRI-R00877,10862,USD,2023-10-24T04:14:36-06:00,TRI/SRC/allocations/01587,WCP
AL000646,EV001589,TRI-R00878,8805,USD,2023-08-30T16:18:17-06:00,TRI/SRC/allocations/01589,WCP
AL000647,EV001591,TRI-R00879,15308,USD,2023-10-02T18:14:31-06:00,TRI/SRC/allocations/01591,WCP
AL000648,EV001593,TRI-R00880,4281,USD,2023-08-27T04:53:02-06:00,TRI/SRC/allocations/01593,WCP
AL000649,EV001595,TRI-R00881,8497,USD,2023-02-24T12:20:11-07:00,TRI/SRC/allocations/01595,WCP
AL000650,EV001597,TRI-R00882,181259,USD,2023-08-12T00:56:30-06:00,TRI/SRC/allocations/01597,WCP
AL000651,EV001600,TRI-R00884,9832,USD,2022-12-21T08:59:16-07:00,TRI/SRC/allocations/01600,WCP
AL000652,EV001602,TRI-R00885,14343,USD,2023-06-22T13:41:43-06:00,TRI/SRC/allocations/01602,WCP
AL000653,EV001604,TRI-R00886,67614,USD,2022-10-17T02:24:05-06:00,TRI/SRC/allocations/01604,WCP
AL000654,EV001606,TRI-R00887,28607,USD,2023-10-04T17:35:11-06:00,TRI/SRC/allocations/01606,WCP
AL000655,EV001609,TRI-R00889,8670,USD,2022-11-18T21:15:04-07:00,TRI/SRC/allocations/01609,WCP
AL000656,EV001611,TRI-R00890,3537,USD,2023-08-02T10:18:20-06:00,TRI/SRC/allocations/01611,WCP
AL000657,EV001613,TRI-R00891,6800,USD,2022-11-02T17:56:15-06:00,TRI/SRC/allocations/01613,WCP
AL000658,EV001615,TRI-R00892,14644,USD,2022-08-10T21:18:37-06:00,TRI/SRC/allocations/01615,WCP
AL000659,EV001621,TRI-R00895,108448,USD,2022-11-08T23:19:35-07:00,TRI/SRC/allocations/01621,WCP
AL000660,EV001623,TRI-R00896,2753,USD,2023-03-03T17:13:10-07:00,TRI/SRC/allocations/01623,WCP
AL000661,EV001625,TRI-R00897,31587,USD,2022-12-20T17:03:37-07:00,TRI/SRC/allocations/01625,WCP
AL000662,EV001627,TRI-R00898,7893,USD,2022-10-31T13:55:12-06:00,TRI/SRC/allocations/01627,WCP
AL000663,EV001629,TRI-R00899,6169,USD,2023-04-24T15:49:36-06:00,TRI/SRC/allocations/01629,WCP
AL000664,EV001631,TRI-R00900,210640,USD,2023-06-28T08:40:20-06:00,TRI/SRC/allocations/01631,WCP
AL000665,EV001633,TRI-R00901,13193,USD,2022-11-16T20:52:57-07:00,TRI/SRC/allocations/01633,WCP
AL000666,EV001635,TRI-R00902,10883,USD,2023-07-13T06:11:40-06:00,TRI/SRC/allocations/01635,WCP
AL000667,EV001637,TRI-R00903,4065,USD,2023-04-15T22:32:35-06:00,TRI/SRC/allocations/01637,WCP
AL000668,EV001639,TRI-R00904,13673,USD,2023-06-25T14:36:54-06:00,TRI/SRC/allocations/01639,WCP
AL000669,EV001641,TRI-R00905,9127,USD,2023-02-27T11:00:34-07:00,TRI/SRC/allocations/01641,WCP
AL000670,EV001644,TRI-R00906,8620,USD,2022-11-15T18:27:26-07:00,TRI/SRC/allocations/01645,WCP
AL000671,EV001644,TRI-R00907,8284,USD,2022-11-14T15:55:49-07:00,TRI/SRC/allocations/01645,WCP
AL000672,EV001647,TRI-R00908,4809,USD,2023-08-14T13:15:40-06:00,TRI/SRC/allocations/01647,WCP
AL000673,EV001649,TRI-R00909,12157,USD,2023-01-17T13:26:45-07:00,TRI/SRC/allocations/01649,WCP
AL000674,EV001654,TRI-R00912,12079,USD,2023-04-01T18:19:47-06:00,TRI/SRC/allocations/01654,WCP
AL000675,EV001656,TRI-R00913,4982,USD,2023-10-15T10:12:14-06:00,TRI/SRC/allocations/01656,WCP
AL000676,EV001658,TRI-R00914,14426,USD,2023-07-01T08:47:15-06:00,TRI/SRC/allocations/01658,WCP
AL000677,EV001660,TRI-R00915,16342,USD,2023-08-27T08:48:11-06:00,TRI/SRC/allocations/01660,WCP
AL000678,EV001664,TRI-R00917,4065,USD,2022-10-04T20:15:27-06:00,TRI/SRC/allocations/01664,WCP
AL000679,EV001666,TRI-R00918,8476,USD,2022-10-03T21:07:20-06:00,TRI/SRC/allocations/01666,WCP
AL000680,EV001668,TRI-R00919,7949,USD,2023-06-14T05:41:18-06:00,TRI/SRC/allocations/01668,WCP
AL000681,EV001670,TRI-R00920,76681,USD,2023-03-15T15:56:37-06:00,TRI/SRC/allocations/01670,WCP
AL000682,EV001672,TRI-R00921,14368,USD,2023-01-19T10:01:13-07:00,TRI/SRC/allocations/01672,WCP
AL000683,EV001674,TRI-R00922,9809,USD,2022-09-14T10:04:03-06:00,TRI/SRC/allocations/01674,WCP
AL000684,EV001678,TRI-R00924,13617,USD,2022-10-17T23:37:03-06:00,TRI/SRC/allocations/01679,WCP
AL000685,EV001678,TRI-R00925,8005,USD,2022-10-17T16:32:58-06:00,TRI/SRC/allocations/01679,WCP
AL000686,EV001682,TRI-R00927,23033,USD,2023-01-20T16:52:30-07:00,TRI/SRC/allocations/01682,WCP
AL000687,EV001686,TRI-R00929,200222,USD,2022-09-20T06:00:26-06:00,TRI/SRC/allocations/01686,WCP
AL000688,EV001688,TRI-R00930,25752,USD,2023-06-18T16:30:43-06:00,TRI/SRC/allocations/01688,WCP
AL000689,EV001690,TRI-R00931,17807,USD,2022-10-01T18:31:23-06:00,TRI/SRC/allocations/01690,WCP
AL000690,EV001693,TRI-R00933,2500,USD,2022-12-27T19:58:43-07:00,TRI/SRC/allocations/01693,WCP
AL000691,EV001695,TRI-R00934,22825,USD,2023-04-07T06:53:36-06:00,TRI/SRC/allocations/01695,WCP
AL000692,EV001697,TRI-R00935,32619,USD,2022-08-01T14:46:16-06:00,TRI/SRC/allocations/01697,WCP
AL000693,EV001699,TRI-R00936,148899,USD,2023-02-13T22:31:37-07:00,TRI/SRC/allocations/01699,WCP
AL000694,EV001701,TRI-R00937,2847,USD,2023-01-16T16:10:21-07:00,TRI/SRC/allocations/01701,WCP
AL000695,EV001703,TRI-R00938,16214,USD,2022-08-27T01:37:16-06:00,TRI/SRC/allocations/01703,WCP
